name,serving_size,calories,total_fat,saturated_fat,cholesterol_mg,carbohydrate,fiber,sugars,keywords
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak/roast",100,173,10,3.9,65,0.00,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Lip-On', 'Bone-In', 'Rib Eye Steak/Roast']"
"Lamb, raw, choice, trimmed to 1/4"" fat, separable fat, composite of trimmed retail cuts, domestic",100,665,71,32,90,0.00,0.0,0,"['Lamb', 'Raw', 'Choice', 'Trimmed To 1/4"" Fat', 'Separable Fat', 'Composite Of Trimmed Retail Cuts', 'Domestic']"
"CAMPBELL'S CHUNKY Microwavable Bowls, ready-to-serve, Sirloin Burger with Country Vegetables Soup",100,57,1.4,0.6,6,7.35,1.2,1.63,"[""Campbell'S Chunky Microwavable Bowls"", 'Ready-To-Serve', 'Sirloin Burger With Country Vegetables Soup']"
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, roast, bottom round, round",100,185,7.6,2.7,78,0.00,0.0,0.00,"['Beef', 'Roasted', 'Cooked', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Roast', 'Bottom Round', 'Round']"
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, steak, bottom round, round",100,223,9,3.2,95,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Steak', 'Bottom Round', 'Round']"
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, steak, bottom round, round",100,206,6.3,2.2,91,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Steak', 'Bottom Round', 'Round']"
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts",100,140,5.4,2,62,0.00,0.0,0.00,"['Beef', 'Raw', 'All Grades', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Composite Of Trimmed Retail Cuts']"
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, shank half, leg, fresh, imported, Australian",100,133,5.1,2,64,0.00,0,0,"['Lamb', 'Raw', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Shank Half', 'Leg', 'Fresh', 'Imported', 'Australian']"
"Beef, braised, cooked, all grades, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",100,214,7.4,2.8,104,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'All Grades', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Arm Pot Roast', 'Chuck']"
"Infant formula, with ARA and DHA, ready-to-feed, ADVANCE, NATURAL CARE, SIMILAC, ABBOTT NUTRITION",100,78,4.2,2.5,2,8.20,0.0,8.20,"['Infant Formula', 'With Ara And Dha', 'Ready-To-Feed', 'Advance', 'Natural Care', 'Similac', 'Abbott Nutrition']"
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, point half, brisket",100,358,29,11,92,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Point Half', 'Brisket']"
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, blade, shoulder, fresh, imported, Australian",100,164,9.1,3.9,64,0.00,0,0,"['Lamb', 'Raw', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Blade', 'Shoulder', 'Fresh', 'Imported', 'Australian']"
"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, tenderloin",100,267,17,6.7,97,0.00,0.0,0.00,"['Beef', 'Broiled', 'Cooked', 'All Grades', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Steak', 'Tenderloin']"
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, roast, tenderloin",100,324,25,9.7,85,0.00,0.0,0.00,"['Beef', 'Roasted', 'Cooked', 'All Grades', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Roast', 'Tenderloin']"
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",100,195,13,5,65,0.00,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Inside Skirt', 'Boneless', 'Plate Steak']"
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",100,174,10,4,65,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Inside Skirt', 'Boneless', 'Plate Steak']"
"Cereals, prepared with water (boiling water added or microwaved), plain, fortified, instant, oats",100,68,1.4,0.2,0,11.67,1.7,0.46,"['Cereals', 'Prepared With Water (Boiling Water Added Or Microwaved)', 'Plain', 'Fortified', 'Instant', 'Oats']"
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",100,214,14,6,61,0.00,0.0,0.00,"['Beef', 'Raw', 'All Grades', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Porterhouse Steak', 'Short Loin']"
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, ribeye filet",100,199,9.2,3.2,82,0.17,0.0,0.00,"['Beef', 'Grilled', 'Cooked', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Ribeye Filet']"
"Infant formula, not reconstituted, liquid concentrate, with iron, GOOD START 2 ESSENTIALS, NESTLE",100,125,5.1,2.2,2,16.50,0.0,11.90,"['Infant Formula', 'Not Reconstituted', 'Liquid Concentrate', 'With Iron', 'Good Start 2 Essentials', 'Nestle']"
"Fast foods, and mayonnaise, lettuce, with cheese, bacon and tomato club sandwich, grilled chicken",100,220,8.1,3.1,46,19.87,1.2,4.68,"['Fast Foods', 'And Mayonnaise', 'Lettuce', 'With Cheese', 'Bacon And Tomato Club Sandwich', 'Grilled Chicken']"
"Fast foods, and mayonnaise, lettuce, with cheese, and tomato club sandwich, bacon, crispy chicken",100,257,12,3.4,38,22.61,1.2,4.99,"['Fast Foods', 'And Mayonnaise', 'Lettuce', 'With Cheese', 'And Tomato Club Sandwich', 'Bacon', 'Crispy Chicken']"
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib",100,372,31,14,88,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Bone-In', 'Back Ribs', 'Rib']"
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib",100,341,27,12,85,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Bone-In', 'Back Ribs', 'Rib']"
"Beef, roasted, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100,400,34,14,85,0.00,0.0,0,"['Beef', 'Roasted', 'Cooked', 'Prime', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Whole (Ribs 6-12)', 'Rib']"
"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100,386,32,13,85,0.00,0.0,0,"['Beef', 'Broiled', 'Cooked', 'Prime', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Whole (Ribs 6-12)', 'Rib']"
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",100,120,3,1.2,62,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Boneless', 'Eye Of Round Steak', 'Round']"
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",100,120,3,1.2,62,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Boneless', 'Eye Of Round Roast', 'Round']"
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",100,127,3.7,1.3,58,0.00,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Boneless', 'Eye Of Round Roast', 'Round']"
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",100,123,4.2,1.7,67,0.00,0.0,0.00,"['Beef', 'Raw', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Mock Tender Steak', 'Chuck']"
"Fast foods, regular patty; double decker bun with condiments and special sauce, hamburger; single",100,259,13,4.2,32,22.69,1.4,0,"['Fast Foods', 'Regular Patty; Double Decker Bun With Condiments And Special Sauce', 'Hamburger; Single']"
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",100,196,8.9,3.3,80,0.00,0.0,0.00,"['Beef', 'Roasted', 'Cooked', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Roast', 'Tip Round', 'Round']"
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",100,181,7.5,2.8,76,0.00,0.0,0.00,"['Beef', 'Roasted', 'Cooked', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Roast', 'Tip Round', 'Round']"
"Pork, raw, separable lean only, composite of trimmed retail cuts (loin and shoulder blade), fresh",100,144,5.9,2,60,0.00,0.0,0,"['Pork', 'Raw', 'Separable Lean Only', 'Composite Of Trimmed Retail Cuts (Loin And Shoulder Blade)', 'Fresh']"
"Duck, roasted, cooked, boneless, meat and skin, breast, White Pekin, domesticated, young duckling",100,202,11,2.9,136,0.00,0,0,"['Duck', 'Roasted', 'Cooked', 'Boneless', 'Meat And Skin', 'Breast', 'White Pekin', 'Domesticated', 'Young Duckling']"
"Beef, cooked, select, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",100,203,9.2,3.7,85,0.00,0.0,0.00,"['Beef', 'Cooked', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Composite Of Trimmed Retail Cuts']"
"Beef, cooked, choice, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",100,233,13,5,86,0.00,0.0,0.00,"['Beef', 'Cooked', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Composite Of Trimmed Retail Cuts']"
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, ribeye cap steak",100,259,17,6,78,1.81,0.0,0.00,"['Beef', 'Grilled', 'Cooked', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Ribeye Cap Steak']"
"Lamb, fast roasted, cooked, separable lean and fat, rack - partly frenched, imported, New Zealand",100,253,18,7.1,76,0.04,0.0,0.00,"['Lamb', 'Fast Roasted', 'Cooked', 'Separable Lean And Fat', 'Rack - Partly Frenched', 'Imported', 'New Zealand']"
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, ribeye cap steak",100,226,13,5,73,1.10,0.0,0.00,"['Beef', 'Grilled', 'Cooked', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Ribeye Cap Steak']"
"CAMPBELL'S CHUNKY Soups, Grilled Chicken & Sausage Gumbo Soup, HEALTHY REQUEST Microwavable Bowls",100,53,1.2,0.4,4,7.35,0.8,1.63,"[""Campbell'S Chunky Soups"", 'Grilled Chicken & Sausage Gumbo Soup', 'Healthy Request Microwavable Bowls']"
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, boneless, top loin filet",100,184,7.1,2.4,87,0.20,0.0,0.00,"['Beef', 'Grilled', 'Cooked', 'Select', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Boneless', 'Top Loin Filet']"
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, boneless, top loin filet",100,203,9.5,3.4,85,0.36,0.0,0.00,"['Beef', 'Grilled', 'Cooked', 'Choice', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Boneless', 'Top Loin Filet']"
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",100,139,6.4,2.7,69,0.00,0.0,0.00,"['Beef', 'Raw', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Shoulder Top Blade Steak']"
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",100,152,7.7,3.4,70,0.00,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Chuck Eye Country-Style Ribs']"
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",100,137,5.9,2.6,71,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Chuck Eye Country-Style Ribs']"
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",100,129,4,1.6,61,0.00,0.0,0.00,"['Beef', 'Raw', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Steak', 'Tip Side', 'Knuckle', 'Round']"
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, large end (ribs 6-9), rib",100,253,15,6,81,0.00,0.0,0,"['Beef', 'Roasted', 'Cooked', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Large End (Ribs 6-9)', 'Rib']"
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean only, arm, shoulder, domestic",100,200,9,3.4,92,0.00,0.0,0,"['Lamb', 'Broiled', 'Cooked', 'Choice', 'Trimmed To 1/4"" Fat', 'Separable Lean Only', 'Arm', 'Shoulder', 'Domestic']"
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, bottom round roast, round",100,169,5.3,1.9,76,0.00,0.0,0.00,"['Beef', 'Roasted', 'Cooked', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Bottom Round Roast', 'Round']"
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",100,152,7.9,3.5,68,0.00,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Boneless', 'Shoulder Top Blade Steak']"
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, top sirloin",100,212,9.7,3.8,88,0.00,0.0,0.00,"['Beef', 'Broiled', 'Cooked', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Steak', 'Top Sirloin']"
"Lamb, raw, separable lean and fat, shank off, chump off, tunnel-boned leg, imported, New Zealand",100,121,4.1,1.4,64,0.00,0,0,"['Lamb', 'Raw', 'Separable Lean And Fat', 'Shank Off', 'Chump Off', 'Tunnel-Boned Leg', 'Imported', 'New Zealand']"
"MORNINGSTAR FARMS Breakfast Sandwich Veggie Scramble & Cheese English Muffin, unprepared, frozen",100,149,4.8,2.2,10,18.90,2.9,0.60,"['Morningstar Farms Breakfast Sandwich Veggie Scramble & Cheese English Muffin', 'Unprepared', 'Frozen']"
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, blade roast, chuck",100,334,24,9.6,104,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Blade Roast', 'Chuck']"
"Pork, pan-broil, heated, separable lean and fat, boneless, slice, ham with natural juices, cured",100,118,3.4,1.1,58,1.04,0.0,1.04,"['Pork', 'Pan-Broil', 'Heated', 'Separable Lean And Fat', 'Boneless', 'Slice', 'Ham With Natural Juices', 'Cured']"
"Beverages, contains caffeine, with aspartame, other than cola or pepper, low calorie, carbonated",100,0,0,0,0,0.00,0.0,0.00,"['Beverages', 'Contains Caffeine', 'With Aspartame', 'Other Than Cola Or Pepper', 'Low Calorie', 'Carbonated']"
"Beef, pan-fried, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, steak, top sirloin",100,313,21,8.2,98,0.00,0.0,0.00,"['Beef', 'Pan-Fried', 'Cooked', 'Choice', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Steak', 'Top Sirloin']"
"Lamb, braised, cooked, choice, trimmed to 1/4"" fat, separable lean only, arm, shoulder, domestic",100,279,14,5,121,0.00,0.0,0,"['Lamb', 'Braised', 'Cooked', 'Choice', 'Trimmed To 1/4"" Fat', 'Separable Lean Only', 'Arm', 'Shoulder', 'Domestic']"
"Lamb, fast fried, cooked, separable lean and fat, bone-in, leg chop/steak, imported, New Zealand",100,212,13,4.7,78,0.04,0.0,0.00,"['Lamb', 'Fast Fried', 'Cooked', 'Separable Lean And Fat', 'Bone-In', 'Leg Chop/Steak', 'Imported', 'New Zealand']"
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, shoulder pot roast or steak",100,125,4.4,1.7,64,0.11,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Shoulder Pot Roast Or Steak']"
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, shoulder pot roast or steak",100,121,3.7,1.5,68,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Shoulder Pot Roast Or Steak']"
"Beef, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean only, steak, top round, round",100,193,6.3,2.2,86,0.00,0.0,0.00,"['Beef', 'Broiled', 'Cooked', 'Choice', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Steak', 'Top Round', 'Round']"
"Beef, braised, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, arm pot roast, chuck",100,309,20,7.9,121,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'Choice', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Arm Pot Roast', 'Chuck']"
"Beef, braised, cooked, select, trimmed to 1/8"" fat, separable lean and fat, arm pot roast, chuck",100,295,19,7.3,119,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'Select', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Arm Pot Roast', 'Chuck']"
"Beef, raw, choice, trimmed to 0"" fat, boneless separable lean and fat, eye of round steak, round",100,127,3.8,1.3,58,0.00,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 0"" Fat', 'Boneless Separable Lean And Fat', 'Eye Of Round Steak', 'Round']"
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, large end (ribs 6-9), rib",100,220,11,4.6,81,0.00,0.0,0,"['Beef', 'Roasted', 'Cooked', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Large End (Ribs 6-9)', 'Rib']"
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, arm, shoulder, domestic",100,192,9.3,3.6,86,0.00,0.0,0,"['Lamb', 'Roasted', 'Cooked', 'Choice', 'Trimmed To 1/4"" Fat', 'Separable Lean Only', 'Arm', 'Shoulder', 'Domestic']"
"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean only, steak, top round, round",100,177,4.7,1.6,82,0.00,0.0,0.00,"['Beef', 'Broiled', 'Cooked', 'Select', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Steak', 'Top Round', 'Round']"
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts",100,192,12,5.2,68,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Composite Of Trimmed Retail Cuts']"
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts",100,222,15,6.4,72,0.00,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Composite Of Trimmed Retail Cuts']"
"Beef, braised, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, top round, round",100,238,10,3.8,90,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'All Grades', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Top Round', 'Round']"
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",100,131,5.2,2.1,67,0.00,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Boneless', 'Mock Tender Steak', 'Chuck']"
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",100,122,4.2,2,68,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Boneless', 'Mock Tender Steak', 'Chuck']"
"Beef, cooked, select, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts",100,167,6.4,2.4,74,0.00,0.0,0.00,"['Beef', 'Cooked', 'Select', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Composite Of Trimmed Retail Cuts']"
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, flat half, brisket",100,213,8,3.2,92,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Flat Half', 'Brisket']"
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",100,137,6.2,2.7,71,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Boneless', 'Shoulder Top Blade Steak']"
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, chuck eye steak",100,215,11,4.9,86,0.00,0.0,0.00,"['Beef', 'Grilled', 'Cooked', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Chuck Eye Steak']"
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, chuck eye steak",100,199,9.8,2.9,91,0.00,0.0,0.00,"['Beef', 'Grilled', 'Cooked', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Chuck Eye Steak']"
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, foreshank, frozen, imported, New Zealand",100,223,16,8.2,71,0.00,0.0,0,"['Lamb', 'Raw', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Foreshank', 'Frozen', 'Imported', 'New Zealand']"
"Danish pastry, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry), fruit",100,371,19,4.9,114,47.80,1.9,27.53,"['Danish Pastry', 'Enriched (Includes Apple', 'Cinnamon', 'Raisin', 'Lemon', 'Raspberry', 'Strawberry)', 'Fruit']"
"Lamb, braised, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, foreshank, domestic",100,243,13,5.6,106,0.00,0.0,0.00,"['Lamb', 'Braised', 'Cooked', 'Choice', 'Trimmed To 1/4"" Fat', 'Separable Lean And Fat', 'Foreshank', 'Domestic']"
"Lamb, raw, separable lean only, composite of trimmed retail cuts, frozen, imported, New Zealand",100,128,4.4,1.9,74,0.00,0.0,0,"['Lamb', 'Raw', 'Separable Lean Only', 'Composite Of Trimmed Retail Cuts', 'Frozen', 'Imported', 'New Zealand']"
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, tenderloin roast, loin",100,139,5.7,2,61,0.00,0.0,0.00,"['Beef', 'Raw', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Tenderloin Roast', 'Loin']"
